Name,ISIN,Symbol,Market,Trading Currency,Open,High,Low,Last,Last Date/Time,Time Zone,Volume,Turnover,
CONSORT NT,FR0000077828,MLCNT,Euronext Access Paris,EUR,20.2,20.2,20.2,20.2,25/9/19,CET,1,20.2,
COPAM,PTCPA0AP0006,CPA,Euronext Access Lisbon,EUR,15,15,15,15,20/7/19,BST,50,750,
CORBION,NL0010583399,CRBN,Euronext Amsterdam,EUR,27.6,27.8,27.32,27.34,26/11/19,CET,119888,3296691.24,
CORE LABORATORIES,NL0000200384,CLB,Euronext Amsterdam,EUR,40,42.6,40,41.2,26/11/19,CET,154,6407.6,
COREP LIGHTING,FR0010035816,MLCOR,Euronext Access Paris,EUR,9.2,9.2,9.2,9.2,17/9/19,CET,1,9.2,
CORTICEIRA AMORIM,PTCOR0AE0006,COR,Euronext Lisbon,EUR,10.6,10.68,10.52,10.68,27/11/19,BST,56974,605921.94,
COURBET,FR0004998318,MLCOU,Euronext Access Paris,EUR,1.45,1.45,1.45,1.45,25/11/19,CET,6,8.7,
COURTOIS,FR0000065393,COUR,Euronext Paris,EUR,126,126,125,125,26/11/19,CET,11,1376,
COVIVIO,FR0000064578,COV,Euronext Paris,EUR,101.7,103.4,101.6,102.7,26/11/19,CET,362365,37217618.2,
COVIVIO HOTELS,FR0000060303,COVH,Euronext Paris,EUR,27.9,28.5,27.9,28.1,26/11/19,CET,2200,61926.4,
CPL RESOURCES PLC.,IE0007214426,DQ5,Euronext Growth Dublin,EUR,6.75,6.8,6.6,6.75,26/11/19,UTC,5411,36567.45,
CRCAM ALP.PROV.CCI,FR0000044323,CRAP,Euronext Paris,EUR,126.52,128.98,126,126.14,26/11/19,CET,294,37132.06,
CRCAM ATL.VEND.CCI,FR0000185506,CRAV,Euronext Paris,EUR,157,158.74,157,158.74,26/11/19,CET,3,474.48,
CRCAM BRIE PIC2CCI,FR0010483768,CRBP2,Euronext Paris,EUR,30.555,30.85,30.3,30.8,26/11/19,CET,5742,175450.77,
CRCAM ILLE-VIL.CCI,FR0000045213,CIV,Euronext Paris,EUR,122.36,122.38,119,122.34,26/11/19,CET,263,31521.02,
CRCAM LANGUED CCI,FR0010461053,CRLA,Euronext Paris,EUR,84.18,84.18,82.22,83.1,26/11/19,CET,490,40850.81,
CRCAM LOIRE HTE L.,FR0000045239,CRLO,Euronext Paris,EUR,105.02,105.02,103,103,26/11/19,CET,421,43590.64,
CRCAM MORBIHAN CCI,FR0000045551,CMO,Euronext Paris,EUR,104,104,102.02,103.32,26/11/19,CET,183,18850.22,
CRCAM NORD CCI,FR0000185514,CNF,Euronext Paris,EUR,29.555,29.695,29.555,29.695,26/11/19,CET,4074,120732.93,
CRCAM NORM.SEINE,FR0000044364,CCN,Euronext Paris,EUR,159,159.98,157.3,159.98,26/11/19,CET,78,12335.64,
CRCAM PARIS ET IDF,FR0000045528,CAF,Euronext Paris,EUR,100.18,100.5,99.6,99.78,26/11/19,CET,223,22372.3,
CRCAM SUD R.A.CCI,FR0000045346,CRSU,Euronext Paris,EUR,229.95,231.85,227.05,229,26/11/19,CET,85,19494.3,
CRCAM TOURAINE CCI,FR0000045304,CRTO,Euronext Paris,EUR,131.02,131.02,130,130,26/11/19,CET,215,27988.18,
CREDIT AGRICOLE,FR0000045072,ACA,Euronext Paris,EUR,12.65,12.7,12.59,12.595,26/11/19,CET,4607190,58107526.59,
CRESCENT,BE0003836534,OPTI,Euronext Brussels,EUR,0.0288,0.0297,0.0288,0.0291,26/11/19,CET,773780,22757.12,
CRH PLC 5PCCumPref,IE0001827264,DD8A,Euronext Dublin,EUR,-,-,-,-,-,UTC,-,-,
CRH PLC 7PCCumPref,IE0001827603,DD8B,Euronext Dublin,EUR,-,-,-,-,-,UTC,-,-,
CRH PLC ord,IE0001827041,CRG,Euronext Dublin,EUR,34.5,35.06,34.42,35.06,26/11/19,UTC,3387867,118276145.7,
CROSSJECT,FR0011716265,ALCJ,Euronext Growth Paris,EUR,2.11,2.43,1.94,2.26,26/11/19,CET,471307,1020942.87,
CROSSJECT BSA 2019,FR0013434461,ALCBS,Euronext Growth Paris,EUR,0.0579,0.06,0.0416,0.048,26/11/19,CET,322362,16267.3,
CROSSWOOD,FR0000050395,CROS,Euronext Paris,EUR,3.82,3.82,3.82,3.82,26/11/19,CET,131,500.42,
CS GROUP.,FR0007317813,SX,Euronext Paris,EUR,3.78,3.9,3.78,3.84,26/11/19,CET,4656,17822.15,
CTAC,NL0000345577,CTAC,Euronext Amsterdam,EUR,2.01,2.02,2.01,2.02,26/11/19,CET,1322,2667.29,
CTT CORREIOS PORT,PTCTT0AM0001,CTT,Euronext Lisbon,EUR,3.15,3.15,3.106,3.108,27/11/19,BST,856516,2670049.98,
CURETIS,NL0011509294,CURE,Euronext Amsterdam,,,,,,,,,,
CYBERGUN,FR0013204351,ALCYB,Euronext Growth Paris,EUR,0.0072,0.0073,0.0069,0.0073,26/11/19,CET,8383073,58832.15,
CYBERGUN BSA 1,FR0013340809,CYBBS,Euronext Growth Paris,EUR,0.0005,0.0005,0.0005,0.0005,26/11/19,CET,140,0.07,
CYBERGUN BSA 2,FR0013340817,CYBBT,Euronext Growth Paris,EUR,0.0005,0.0005,0.0005,0.0005,26/11/19,CET,140,0.07,
D''IETEREN,BE0974259880,DIE,Euronext Brussels,EUR,58.7,58.9,58.3,58.7,26/11/19,CET,79500,4664329.6,
D.L.S.I.,FR0010404368,ALDLS,Euronext Growth Paris,EUR,15.95,16,15.5,16,26/11/19,CET,1891,29740.8,
D2L GROUP,FR0012336675,MLGEL,Euronext Access Paris,EUR,5.65,5.65,5.65,5.65,2/5/19,CET,47,265.55,
DALATA HOTEL GP.,IE00BJMZDW83,DHG,Euronext Dublin,EUR,5.66,5.77,5.56,5.71,26/11/19,UTC,638766,3642670.68,
DALET,FR0011026749,DLT,Euronext Paris,EUR,12.9,12.9,12.9,12.9,26/11/19,CET,1,12.9,
DAMARIS,FR0000077885,MLDAM,Euronext Access Paris,EUR,1.62,1.62,1.62,1.62,1/11/18,CET,168,272.16,
DAMARTEX,FR0000185423,ALDAR,Euronext Growth Paris,EUR,15.1,15.1,15.1,15.1,26/11/19,CET,27,407.7,
DANONE,FR0000120644,BN,Euronext Paris,EUR,74.56,74.92,74.12,74.86,26/11/19,CET,1679086,125491664.3,
DASSAULT AVIATION,FR0000121725,AM,Euronext Paris,EUR,1255,1280,1250,1280,26/11/19,CET,17661,22559717,
DASSAULT SYSTEMES,FR0000130650,DSY,Euronext Paris,EUR,140.7,143.5,140.7,143.3,26/11/19,CET,541923,77455760.25,
DATALEX PLC,IE0000527006,DLE,Euronext Dublin,EUR,0.822,0.96,0.822,0.916,30/4/19,UTC,211855,192678.6,
DATBIM,FR0004177939,MLDTB,Euronext Access Paris,EUR,1.35,1.35,1.35,1.35,19/11/19,CET,1,1.35,
DBT,FR0013066750,ALDBT,Euronext Growth Paris,EUR,0.456,0.48,0.42,0.42,22/11/19,CET,1510315,678948.98,
DBV TECHNOLOGIES,FR0010417345,DBV,Euronext Paris,EUR,13.52,13.73,13.44,13.73,26/11/19,CET,188738,2575642.14,
DECEUNINCK,BE0003789063,DECB,Euronext Brussels,EUR,1.86,1.875,1.855,1.855,26/11/19,CET,24578,45753.87,
DEDALUS FRANCE,FR0000052623,DEDAL,Euronext Paris,EUR,0.38,0.38,0.375,0.375,26/11/19,CET,46916,17598.52,
DEINOVE,FR0010879056,ALDEI,Euronext Growth Paris,EUR,0.66,0.683,0.641,0.65,26/11/19,CET,33580,22054.3,
DELFINGEN,FR0000054132,ALDEL,Euronext Growth Paris,EUR,20.4,20.7,20.4,20.7,26/11/19,CET,277,5712.3,
DELTA DRONE,FR0011522168,ALDR,Euronext Growth Paris,EUR,0.0602,0.0602,0.0574,0.0589,26/11/19,CET,968495,56493.87,
DELTA DRONE BSA,FR0013239977,ALDBS,Euronext Growth Paris,EUR,-,-,-,-,-,CET,-,-,
DELTA DRONE BSA J,FR0013400983,ALDSJ,Euronext Growth Paris,EUR,0.025,0.0281,0.0201,0.0281,26/11/19,CET,216141,5208.18,
DELTA DRONE BSA Y,FR0013400991,ALDBY,Euronext Growth Paris,EUR,0.0217,0.0217,0.0217,0.0217,25/11/19,CET,10,0.22,
DELTA PLUS GROUP,FR0013283108,DLTA,Euronext Paris,EUR,46.9,47.2,46.2,46.5,26/11/19,CET,650,30560.5,
DERICHEBOURG,FR0000053381,DBG,Euronext Paris,EUR,3.19,3.22,3.162,3.188,26/11/19,CET,210913,673526.76,
DESIGN YOUR HOME,SE0007045380,MLDYH,Euronext Access Paris,EUR,0.11,0.12,0.11,0.12,27/11/18,CET,22581,2588.91,
DEUTSCHE TELEKOM,DE0005557508,DTEL,Traded not listed Brussels,EUR,15.066,15.066,14.922,14.922,26/11/19,CET,916,13684.28,
DEVERNOIS,FR0000060840,ALDEV,Euronext Growth Paris,EUR,59.5,59.5,59.5,59.5,18/7/19,CET,9,535.5,
DEVOTEAM,FR0000073793,DVT,Euronext Paris,EUR,88.7,89.1,87.2,89.1,26/11/19,CET,16216,1438551.8,
DEXIA,BE0974290224,DEXB,Euronext Brussels,EUR,0.36,0.4,0.36,0.371,26/11/19,CET,36793,13814.46,
DGB GROUP N.V.,NL0009169515,DGB,Euronext Amsterdam,EUR,0.77,0.77,0.768,0.768,25/11/19,CET,201,154.37,
DIAGEO,GB0002374006,DGE,Euronext Paris,EUR,37.295,37.43,37.205,37.205,26/11/19,CET,110,4097.86,
DIAGEO PLC,GB0002374006,GUI1,Euronext Dublin,EUR,-,-,-,-,-,UTC,-,-,
DIAGNOSTIC MEDICAL,FR0012202497,DGM,Euronext Paris,EUR,1.155,1.155,1.14,1.155,26/11/19,CET,3976,4585.38,
DIEGEM KENNEDYCERT,BE0003698124,DIEG,Euronext Brussels,EUR,139.94,139.94,139.94,139.94,19/11/19,CET,7,979.58,
DIETSWELL,FR0010377127,ALDIE,Euronext Growth Paris,EUR,0.848,0.94,0.82,0.9,26/11/19,CET,403637,355267.81,
DIGIGRAM,FR0000035784,DIG,Euronext Paris,EUR,0.67,0.67,0.67,0.67,26/11/19,CET,395,264.65,
DISTRI-LAND CERT,BE0003605160,DISL,Euronext Brussels,EUR,185,185,185,185,19/11/19,CET,30,5550,
DNXCORP,FR0010436584,ALDNX,Euronext Growth Paris,EUR,4.34,4.35,4.2,4.32,26/11/19,CET,18514,79137.63,
DOCK.PETR.AMBES AM,FR0000065260,DPAM,Euronext Paris,EUR,470,470,470,470,19/11/19,CET,18,8460,
DONEGAL INVESTMENT,IE00BD97C178,DQ7A,Euronext Growth Dublin,EUR,11.3,11.3,11.3,11.3,25/11/19,UTC,463,5231.9,
DONTNOD,FR0013331212,ALDNE,Euronext Growth Paris,EUR,14.06,14.06,13.18,13.84,26/11/19,CET,2994,41380.7,
DPA GROUP,NL0009197771,DPA,Euronext Amsterdam,EUR,1.42,1.425,1.4,1.4,26/11/19,CET,15219,21431.91,
DRAPER ESPRIT PLC,GB00BY7QYJ50,GRW,Euronext Growth Dublin,EUR,5.4,5.4,5.4,5.4,21/11/19,UTC,2500,13500,
DRONE VOLT,FR0013088606,ALDRV,Euronext Growth Paris,EUR,0.1125,0.114,0.1085,0.113,26/11/19,CET,278962,30964.37,
DRONE VOLT BS,FR0012860542,DRVBS,Euronext Growth Paris,EUR,0.08,0.08,0.08,0.08,7/10/19,CET,657,52.56,
DSM KON,NL0000009827,DSM,Euronext Amsterdam,EUR,117.35,118.15,116.7,117.9,26/11/19,CET,641231,75385449,
DUTCH STAR C SHAR,NL0012747059,DSC1,Euronext Amsterdam,EUR,9.85,9.85,9.85,9.85,12/11/19,CET,43,423.55,
DUTCH STAR C WAR,NL0012747067,DSC1W,Euronext Amsterdam,EUR,0.75,0.75,0.75,0.75,15/8/19,CET,500,375,
DYNAFOND,FR0000052920,MLDYN,Euronext Access Paris,EUR,3.1,3.1,3.1,3.1,25/7/19,CET,32,99.2,
DYNEX ENERGY SA,LU0881232630,MLDYX,Euronext Access Paris,EUR,3.4,3.4,3.4,3.4,4/9/19,CET,3,10.2,
E.ON SE,DE000ENAG999,EON,Traded not listed Brussels,EUR,9.094,9.094,9.009,9.009,22/11/19,CET,103,928.18,
EASE2PAY NV,NL0000345627,EAS2P,Euronext Amsterdam,EUR,1.204,1.204,1.182,1.182,26/11/19,CET,17663,20937.05,
EASSON HOLDINGS,HK0000038783,MLEAS,Euronext Access Paris,EUR,0.179,0.179,0.179,0.179,22/11/19,CET,300,53.7,
EASYVISTA,FR0010246322,ALEZV,Euronext Growth Paris,EUR,67,67.5,67,67,26/11/19,CET,1045,70175,
EAUX DE ROYAN,FR0007200100,MLEDR,Euronext Access Paris,EUR,138,138,138,138,26/11/19,CET,44,6072,
EAVS,FR0010536185,MLEAV,Euronext Access Paris,EUR,13.95,13.95,13.95,13.95,23/7/10,CET,10,139.5,
ECA,FR0010099515,ECASA,Euronext Paris,EUR,28.8,29.6,28.8,29.6,26/11/19,CET,4205,122165.9,
ECOLUTIONS,DE000A0XYM45,MLECO,Euronext Access Paris,EUR,1.25,1.25,1.25,1.25,21/12/16,CET,100,125,
ECONOCOM GROUP,BE0974313455,ECONB,Euronext Brussels,EUR,2.414,2.42,2.35,2.368,26/11/19,CET,241323,571960.39,
ECOSLOPS,FR0011490648,ALESA,Euronext Growth Paris,EUR,11.5,11.5,11.35,11.35,26/11/19,CET,1091,12480.95,
EDENRED,FR0010908533,EDEN,Euronext Paris,EUR,45.54,46.5,45.38,46.14,26/11/19,CET,842746,38870259.11,
EDF,FR0010242511,EDF,Euronext Paris,EUR,9.27,9.27,9.034,9.12,26/11/19,CET,3960004,36088492.21,
EDILIZIACROBATICA,IT0005351504,ALEAC,Euronext Growth Paris,EUR,7.15,7.15,7.15,7.15,26/11/19,CET,1,7.15,
EDITIONS DU SIGNE,FR0000052755,MLEDS,Euronext Access Paris,EUR,0.5,0.5,0.5,0.5,25/11/19,CET,24,12,
EDP,PTEDP0AM0009,EDP,Euronext Lisbon,EUR,3.65,3.668,3.605,3.655,27/11/19,BST,9249018,33740746.83,
EDP RENOVAVEIS,ES0127797019,EDPR,Euronext Lisbon,EUR,10.02,10.04,9.97,10.04,27/11/19,BST,52062,521558.5,
EDUNIVERSAL,FR0010439265,MLEDU,Euronext Access Paris,EUR,8.42,8.42,8.42,8.42,18/4/12,CET,850,7157,
EES,FR0010945733,MLEES,Euronext Access Paris,EUR,0.22,0.22,0.22,0.22,30/10/19,CET,511,112.42,
EGIDE,FR0000072373,GID,Euronext Paris,EUR,0.858,1.03,0.85,0.97,26/11/19,CET,126773,120737.56,
EIFFAGE,FR0000130452,FGR,Euronext Paris,EUR,100.5,101.2,99.54,101.2,26/11/19,CET,334450,33725088.44,
EKINOPS,FR0011466069,EKI,Euronext Paris,EUR,4.845,4.91,4.785,4.89,26/11/19,CET,23398,114015.72,
ELEC.STRASBOURG,FR0000031023,ELEC,Euronext Paris,EUR,112,112,112,112,26/11/19,CET,30,3360,
ELECT. MADAGASCAR,FR0000035719,EEM,Euronext Paris,EUR,2.9,2.9,2.9,2.9,26/11/19,CET,60,174,
ELIA,BE0003822393,ELI,Euronext Brussels,EUR,74.6,75.5,74.5,75.5,26/11/19,CET,48124,3625769.3,
ELIOR GROUP,FR0011950732,ELIOR,Euronext Paris,EUR,12.1,12.1,11.31,11.32,26/11/19,CET,784752,8992233.74,
ELIS,FR0012435121,ELIS,Euronext Paris,EUR,17.94,18,17.74,17.81,26/11/19,CET,293928,5241413.04,
EMAKINA GROUP,BE0003843605,ALEMK,Euronext Growth Brussels,EUR,11.5,11.5,11.5,11.5,6/11/19,CET,129,1483.5,
EMOVA BS,FR0013245123,ALEBS,Euronext Growth Paris,EUR,0.0015,0.0015,0.0015,0.0015,22/11/19,CET,7640,11.46,
EMOVA GROUP,FR0013356755,ALEMV,Euronext Growth Paris,EUR,2.4,2.4,2.39,2.4,26/11/19,CET,6143,14742.14,
ENCRES DUBUIT,FR0004030708,ALDUB,Euronext Growth Paris,EUR,3.8,3.8,3.8,3.8,26/11/19,CET,1320,5016,
ENENSYS,FR0013330792,ALNN6,Euronext Growth Paris,EUR,0.852,0.868,0.85,0.85,26/11/19,CET,501,430.15,
ENERTIME,FR0011915339,ALENE,Euronext Growth Paris,EUR,1.215,1.215,1.1,1.13,26/11/19,CET,66679,75391.05,
ENGIE,FR0010208488,ENGI,Euronext Paris,,,,,,,,,,
ENGIE EPS,FR0012650166,EPS,Euronext Paris,EUR,6.8,7.09,6.8,7.02,26/11/19,CET,3806,26674.51,
ENI,IT0003132476,ENI,Traded not listed Brussels,EUR,13.804,14.424,13.804,14.416,26/11/19,CET,3194,44186.04,
ENTREPARTICULIERS,FR0010424697,ALENT,Euronext Growth Paris,EUR,0.955,0.955,0.955,0.955,26/11/19,CET,1,0.96,
ENTREPRENDRE,FR0000045122,ALENR,Euronext Growth Paris,EUR,19.8,19.8,19.8,19.8,19/12/18,CET,28,554.4,
ENVEA,FR0010278762,ALTEV,Euronext Growth Paris,EUR,84.8,85,84.8,84.8,26/11/19,CET,1172,99411.6,
ENVIPCO,NL0009901610,ENVI,Euronext Amsterdam,,,,,,,,,,
EO2,FR0010465534,ALEO2,Euronext Growth Paris,EUR,4.075,4.135,4.015,4.015,26/11/19,CET,10796,44067.11,
EOS IMAGING,FR0011191766,EOSI,Euronext Paris,EUR,1.55,1.62,1.55,1.6,26/11/19,CET,250140,395264.46,
ERAMET,FR0000131757,ERA,Euronext Paris,EUR,42.85,43.02,42.32,42.43,26/11/19,CET,123404,5244809.94,
ERYTECH PHARMA,FR0011471135,ERYP,Euronext Paris,EUR,4.49,4.49,4.34,4.34,26/11/19,CET,21792,95442.04,
ESI GROUP,FR0004110310,ESI,Euronext Paris,EUR,29.7,29.8,29.3,29.7,26/11/19,CET,2351,69756.2,
ESKER,FR0000035818,ALESK,Euronext Growth Paris,EUR,82,85,81.6,85,26/11/19,CET,1993,166025.5,
ESPERITE,NL0009272137,ESP,Euronext Amsterdam,,,,,,,,,,
ESSILORLUXOTTICA,FR0000121667,EL,Euronext Paris,EUR,140,141.15,139.55,141.15,26/11/19,CET,761306,107307336.2,
ESSO,FR0000120669,ES,Euronext Paris,EUR,22.3,22.5,22.2,22.2,26/11/19,CET,1912,42702.8,
ESTORIL SOL N,PTESO0AM0000,ESON,Euronext Lisbon,EUR,9.5,9.5,9.5,9.5,19/11/19,BST,10,95,
EURASIA FONC INV,FR0000061475,EFI,Euronext Paris,EUR,0.188,0.188,0.188,0.188,21/11/19,CET,1,0.19,
EURASIA GROUPE,FR0010844001,ALEUA,Euronext Growth Paris,EUR,7.2,7.2,7.2,7.2,8/3/19,CET,20,144,
EURAZEO,FR0000121121,RF,Euronext Paris,EUR,61.25,61.7,60.85,61.65,26/11/19,CET,264045,16245288,
EURO RESSOURCES,FR0000054678,EUR,Euronext Paris,EUR,2.92,2.93,2.85,2.93,26/11/19,CET,1679,4809.22,
EUROBIO-SCIENTIFIC,FR0013240934,ALERS,Euronext Growth Paris,EUR,4.1,4.12,4.04,4.05,26/11/19,CET,3063,12470.62,
EUROCASTLE INVEST.,GB00B94QM994,ECT,Euronext Amsterdam,EUR,7.5,7.5,7.38,7.44,26/11/19,CET,18405,137601.94,
EUROCOMMERCIAL,NL0000288876,ECMPA,Euronext Amsterdam,,,,,,,,,,
EUROFINS CEREP,FR0013256518,ALECR,Euronext Growth Paris,EUR,6200,6200,6200,6200,21/11/19,CET,1,6200,
EUROFINS SCIENT.,FR0000038259,ERF,Euronext Paris,EUR,473.2,479.4,470.4,478.8,26/11/19,CET,43787,20878809.4,
EUROGERM,FR0010452474,ALGEM,Euronext Growth Paris,EUR,31,31.2,31,31.2,26/11/19,CET,37,1154.2,
EUROLAND CORPORATE,FR0010157115,MLERO,Euronext Access Paris,EUR,0.8,0.8,0.8,0.8,26/11/19,CET,140,112,
EUROMEDIS DS,FR0013462090,EMGDS,Euronext Paris,EUR,0.005,0.005,0.003,0.003,26/11/19,CET,40245,171.76,
EUROMEDIS GROUPE,FR0000075343,EMG,Euronext Paris,EUR,4.6,4.6,4.4,4.4,26/11/19,CET,3255,14656.24,
EURONAV,BE0003816338,EURN,Euronext Brussels,EUR,10.05,10.13,9.87,9.94,26/11/19,CET,1116542,11176817.02,
EURONEXT,NL0006294274,ENX,Euronext Paris,,,,,,,,,,
EURONEXT,NL0006294274,ENXP,Euronext Lisbon,EUR,-,-,-,-,-,BST,-,-,
EUROPACORP,FR0010490920,ECP,Euronext Paris,EUR,0.785,0.789,0.772,0.773,26/11/19,CET,16360,12751.22,
EUROPCAR MOBILITY,FR0012789949,EUCAR,Euronext Paris,EUR,3.906,4.124,3.846,3.95,26/11/19,CET,5492228,21842388.44,
EUROPLASMA,FR0000044810,ALEUP,Euronext Growth Paris,EUR,0.01,0.01,0.0092,0.0093,26/11/19,CET,17009212,162430.18,
EUROPLASMA BSC,FR0013294089,EURBU,Euronext Growth Paris,EUR,0.0012,0.0016,0.0012,0.0016,26/11/19,CET,87949,105.54,
EUROPUBLIDIS,BE0003842599,ALPBS,Euronext Growth Brussels,EUR,0.22,0.22,0.22,0.22,25/11/19,CET,200,44,
EUTELSAT COMMUNIC.,FR0010221234,ETL,Euronext Paris,EUR,15.09,15.25,15.025,15.13,26/11/19,CET,1908978,28862065.4,
EVADIX,BE0003840577,ALEVA,Euronext Growth Brussels,EUR,0.12,0.12,0.12,0.12,21/11/19,CET,10,1.2,
EVERSET,FR0000044745,MLEVE,Euronext Access Paris,EUR,0.11,0.11,0.11,0.11,11/11/19,CET,2540,279.4,
EVOLIS,FR0004166197,ALTVO,Euronext Growth Paris,EUR,30,30.9,30,30.9,26/11/19,CET,2035,61099,
EVS BROADC.EQUIPM.,BE0003820371,EVS,Euronext Brussels,EUR,20.5,20.65,20.3,20.3,26/11/19,CET,9005,184385.15,
EXACOMPTA CLAIREF.,FR0000064164,EXAC,Euronext Paris,EUR,118,118,117,117,26/11/19,CET,205,24143,
EXEL INDUSTRIES,FR0004527638,EXE,Euronext Paris,EUR,42,42,41.6,41.6,26/11/19,CET,55,2304.4,
EXMAR,BE0003808251,EXM,Euronext Brussels,EUR,5.44,5.44,5.39,5.44,26/11/19,CET,51990,282081.83,
EXPLOS.PROD.CHI.PF,FR0000037343,EPCP,Euronext Paris,EUR,990,990,990,990,14/11/19,CET,3,2970,
EXPLOSIFS PROD.CHI,FR0000039026,EXPL,Euronext Paris,EUR,615,615,615,615,26/11/19,CET,4,2460,
FAGRON,BE0003874915,FAGR,Euronext Brussels,,,,,,,,,,
FARMINVESTE,PTFNV1AM0002,MLFMV,Euronext Access Lisbon,EUR,4.9,4.9,4.9,4.9,22/11/19,BST,600,2940,
FASHION B AIR,FR0004034593,ALFBA,Euronext Growth Paris,EUR,0.5,0.53,0.428,0.53,26/11/19,CET,69251,33676.54,
FASTNED,NL0013654809,FAST,Euronext Amsterdam,EUR,14.25,14.25,13.95,13.96,26/11/19,CET,8047,112920.04,
FAURECIA,FR0000121147,EO,Euronext Paris,EUR,48.14,49.44,47.41,48.46,26/11/19,CET,785129,37912416.14,
FAUVET GIREL,FR0000063034,FAUV,Euronext Paris,EUR,31.6,31.6,31.6,31.6,22/11/19,CET,2,63.2,
FAYENC.SARREGUEMI.,FR0000031973,FAYE,Euronext Paris,EUR,36,36,36,36,21/11/19,CET,5,180,
FBD HOLDINGS PLC,IE0003290289,EG7,Euronext Dublin,EUR,8.3,8.3,8.04,8.04,26/11/19,UTC,4541,37319.36,
FD,FR0012300424,MLFDV,Euronext Access Paris,EUR,1.3,1.3,1.3,1.3,12/11/19,CET,132,171.6,
FDJ,FR0013451333,FDJ,Euronext Paris,EUR,21.615,22.095,21.51,21.88,26/11/19,CET,1484983,32341120.56,
FENALU,PTFEN0AP0006,FEN,Euronext Access Lisbon,EUR,0.01,0.01,0.01,0.01,8/12/18,BST,1000,10,
FERM.CAS.MUN.CANNE,FR0000062101,FCMC,Euronext Paris,EUR,1650,1650,1650,1650,15/11/19,CET,6,9900,
FERMENTALG,FR0011271600,FALG,Euronext Paris,EUR,1.224,1.25,1.22,1.23,26/11/19,CET,49479,60811.43,
FFP,FR0000064784,FFP,Euronext Paris,EUR,107.6,108.2,106.2,107.8,26/11/19,CET,5694,612796.2,
FIDUCIAL OFF.SOL.,FR0000061418,SACI,Euronext Paris,EUR,28.2,28.2,28.2,28.2,26/11/19,CET,1,28.2,
FIDUCIAL REAL EST.,FR0000060535,ORIA,Euronext Paris,EUR,193,193,193,193,26/11/19,CET,1,193,
FIGEAC AERO,FR0011665280,FGA,Euronext Paris,EUR,11.4,11.4,11.18,11.26,26/11/19,CET,16714,188934.12,
FILAE,FR0010221069,ALFIL,Euronext Growth Paris,EUR,6.2,6.2,6.2,6.2,20/11/19,CET,25,155,
FIN.ETANG BERRE,FR0000062341,BERR,Euronext Paris,EUR,5.4,5.4,5.4,5.4,25/11/19,CET,1302,7030.8,
FIN.ETANG BERRE PF,FR0000062507,EBPF,Euronext Paris,EUR,104,104,104,104,19/9/19,CET,6,624,
FIN.OUEST AFRICAIN,SN0000033192,FOAF,Euronext Paris,EUR,9.05,9.05,9.05,9.05,21/10/19,CET,130,1176.5,
FINANCIERE MARJOS,FR0000060824,FINM,Euronext Paris,EUR,0.3,0.3,0.3,0.3,29/10/19,CET,12000,3600,
FINANCIERE ODET,FR0000062234,ODET,Euronext Paris,EUR,812,816,810,816,26/11/19,CET,54,43902,
FINATIS,FR0000035123,FNTS,Euronext Paris,EUR,28,28,28,28,26/11/19,CET,2,56,
FINAXO,FR0010487272,MLFXO,Euronext Access Paris,EUR,4.7,4.7,4.7,4.7,25/7/18,CET,1000,4700,
FIPP,FR0000038184,FIPP,Euronext Paris,EUR,0.276,0.286,0.272,0.286,26/11/19,CET,27000,7398,
FIRST DERIVATIVES,GB0031477770,GYQ,Euronext Growth Dublin,EUR,36.45,36.45,36.45,36.45,26/7/19,UTC,3,109.35,
FIRSTCAUTION,CH0120879058,MLFIR,Euronext Access Paris,EUR,6.75,7,6.75,7,2/7/19,CET,4802,32711.25,
FLEURY MICHON,FR0000074759,FLE,Euronext Paris,EUR,28.8,28.8,28.8,28.8,26/11/19,CET,488,14054.4,
FLEURYMBSAR22MAR20,FR0011408731,FLEBS,Euronext Paris,EUR,8,8,8,8,27/9/18,CET,500,4000,
FLEXDEAL,PTFXD0AM0018,FLEXD,Euronext Lisbon,EUR,5,5,5,5,20/11/19,BST,277,1385,
FLEXOS S.A.,BE0003885051,FLEX,Euronext Access Brussels,EUR,1.99,1.99,1.99,1.99,17/6/19,CET,50,99.5,
FLORIDIENNE,BE0003215143,FLOB,Euronext Brussels,EUR,194,194,190,190,26/11/19,CET,215,41338,
FLOW TRADERS,NL0011279492,FLOW,Euronext Amsterdam,EUR,21.4,21.6,21.26,21.44,26/11/19,CET,127167,2727215.86,
FLUTTER ENTERTAIN,IE00BWT6H894,FLTR,Euronext Dublin,EUR,103.45,104.05,103,104,26/11/19,UTC,282064,29270887.07,
FLUXYS BELGIUM D,BE0974265945,FLUX,Euronext Brussels,EUR,28.3,28.5,28.2,28.2,26/11/19,CET,513,14536,
FNAC DARTY,FR0011476928,FNAC,Euronext Paris,EUR,49.6,50.75,49.36,50.7,26/11/19,CET,89231,4474084.73,
FNG NV,BE0974332646,FNG,Euronext Brussels,,,,,,,,,,
FOCUS HOME INT,FR0012419307,ALFOC,Euronext Growth Paris,EUR,23.15,24.1,22.9,23.6,26/11/19,CET,19208,452540.3,
FONC ATLAND BSA,FR0012951028,FATBS,Euronext Paris,EUR,3.5,3.5,3.5,3.5,4/11/19,CET,11,38.5,
